,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau
108,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.897,3.1830000000000003,1.16,5.601,3.75,1.567,0.0,0.8218727153674351,0.5428737341594114,0.07578382630248125,-0.1435492595573751,0.058853804005015324,-0.07043410755904468,-0.3135714725623667,0.5950451161668591,0.13049748247648613,0.6530247554965454,0.3149005455526797,-0.06519546711536964,0.4658183754314527,-0.5719657379394817,-0.035942062369661576,0.6044550779153051,0.2914793538766908,0.4376161787872631,0.2446250823195518,0.8652460049972994,0.5652996588141525,0.4735742007128469,0.6753989725812373,0.09002660366675846,0.8080444735442565,0.5822021465151207,2.8818373120222117e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.246,0.198,0.12,0.0,0.0,0.0,0.246,0.198,0.12,0.263,0.215,0.139,0.0,0.0,0.0,0.263,0.215,0.139,109393.0,0.01,0.001,2.2425995206980917e-15,8.763707296415594e-12,4.950360325604435e-11,2.693982148922896e-32,0.0,0.80562,0.0,1.3750883296793034e-31,0.0,5.414337888944181,0.0,3.5528936705452367,0.0,0.05185259295677866,5.561e-24,0.0,0.01823042318946097,4.879999999999999e-27,0.0,4.879999999999999e-27,7.501926582457446e-07,4.1935364749871505e-07,1.4832660033827952e-06,5.413754527319607e-07,4.535319335782258e-07,6.468152224306887e-07,3.2107394334810784e-07,2.8818373120222117e-06,2.076385550423301e-06
109,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.913,3.503,4.527,1.11,4.182,5.28,0.0,0.8140879915682542,0.05816814212827705,0.5560690693202397,0.1224647833438252,-0.0983197651115127,0.09439881042401532,-0.3885557409452618,0.12307795248144746,0.5534345309673914,0.4578455404507671,0.5559251742853821,0.08857585088385468,0.4117382194958061,-0.0021166359264163247,-0.6049472826494058,0.42960348903388224,0.5216331129481663,0.24472059335913496,0.4379540743817829,0.8650480101811393,0.15131842286081532,0.8553513410008119,0.4954561719779342,0.7109486104733037,0.287999265314112,0.6415672189604223,2.4776256436765203e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.106,0.208,0.236,0.0,0.0,0.0,0.106,0.208,0.236,0.117,0.227,0.255,0.0,0.0,0.0,0.117,0.227,0.255,56653.0,0.01,0.001,1.001118118235434e-12,8.999479584073582e-12,4.885414841467114e-11,9.068403079463122e-32,0.0,0.71501,0.0,1.2065235567606672e-30,0.0,2.2474764770740405,0.0,5.653239050932784,0.0,5.002606842653483,1.613e-23,0.0,0.01823042318946096,1.376e-26,0.0,1.376e-26,5.473991503568421e-07,9.796302179607977e-07,1.9349681172769865e-06,4.383115883140792e-07,2.4776256436765203e-06,1.4351470070462764e-06,8.969368028473886e-07,3.6334150801879406e-07,8.094048454542409e-07
110,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.024,3.3680000000000003,4.3180000000000005,1.1840000000000002,3.96,4.811,0.0,0.8015315507338019,0.00927224823830154,0.5806991734845759,0.1269486641221381,-0.06429389693282753,0.07229541887428295,-0.4115037002618915,0.06231509758292859,0.6215578098337928,0.0819560861038495,0.6546021651957398,0.08086613389159507,0.4200546615004488,0.05030519836782631,-0.5195715542559659,0.09167208566326633,0.7322060949463136,0.2454104281805373,0.442126994929088,0.8627267482205587,0.5550875844706694,0.7925322577950897,0.2525280062106674,0.7919270087730352,0.4201272905302548,0.4431079693793602,7.685601873711093e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.112,0.204,0.231,0.0,0.0,0.0,0.112,0.204,0.231,0.121,0.221,0.244,0.0,0.0,0.0,0.121,0.221,0.244,7037.0,0.01,0.001,3.133159037441704e-10,3.1343394391862515e-10,3.173653980980659e-10,7.922247487885522e-30,0.0,0.68002,0.0,1.9044054207596399e-28,0.0,1.9579638325581,0.0,2.770729018411936,0.0,5.3453965138186055,3.68e-21,0.0,0.01823042318946096,3.1430000000000005e-24,0.0,3.1430000000000005e-24,2.1335173052571363e-06,3.843706242623932e-06,7.500261747975522e-06,4.9908841529612105e-06,7.1257884283468155e-06,2.2705210126030223e-06,7.685601873711093e-06,4.077308963485416e-06,4.3003350081400655e-06
111,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.123,3.096,4.823,1.32,3.812,5.428,0.0,0.8294555849422204,0.1109604334831208,0.5236671246673368,0.15949312017878145,0.00508939757512572,0.08001707355274841,-0.4206529454851857,0.15820450022212867,0.4975125446168952,0.424837145484534,0.6030044537725511,0.07116996269724365,0.3515489104129372,-0.09238046238854007,-0.6575553048763654,0.37786490375214704,0.5363330921240642,0.24460424606262424,0.4478400002638455,0.8600047075288683,0.2865021824674367,0.8596143089950617,0.4230599711770639,0.24572503477119964,0.8630838335006017,0.4412544658545658,2.275915023890678e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.118,0.195,0.244,0.0,0.0,0.0,0.118,0.195,0.244,0.128,0.217,0.259,0.0,0.0,0.0,0.128,0.217,0.259,60361.0,0.01,0.001,1.2432447863934871e-14,8.840990707926864e-12,5.138539910527921e-11,1.2511779513407048e-31,0.0,0.76447,0.0,1.7786434994729202e-30,0.0,4.753942389967297,0.0,3.8424734643006193,0.0,5.698818004165523,2.627e-23,0.0,0.01823042318946097,2.148e-26,0.0,2.148e-26,6.181300144720419e-07,1.1317192988276128e-06,2.1732849321623923e-06,4.69604932561935e-07,1.4089914294135676e-06,6.934364252420308e-07,6.479663697483017e-07,2.275915023890678e-06,1.163569087053885e-06
112,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.197,3.269,5.28,1.357,3.997,6.1560000000000015,0.0,0.7836740498886774,0.13840167469804046,0.5877870404777609,0.1347206531617484,-0.055287436456428286,0.07217931528052755,-0.4838661335943458,0.1879448910911045,0.5555284427122802,0.4043300949110885,0.5032352857319377,0.08382612921931089,0.3734861105814769,-0.059964141697582476,-0.5364890869794714,0.4695725728561582,0.5844370499433466,0.24577856614293994,0.4526824317413246,0.8571298107156708,0.2996094432203021,0.8369918850229807,0.4579069402606801,0.212831817702368,0.5167878091629399,0.829236382266284,2.416626816506295e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.121,0.201,0.255,0.0,0.0,0.0,0.121,0.201,0.255,0.129,0.222,0.276,0.0,0.0,0.0,0.129,0.222,0.276,46818.0,0.01,0.001,1.881054107609554e-16,8.659313438770954e-12,5.039555841929016e-11,1.935774061078279e-31,0.0,0.84088,0.0,2.837958795477352e-30,0.0,1.9516590629586608,0.0,2.260354045446171,0.0,4.373122854880911,4.071e-23,0.0,0.01823042318946097,3.329e-26,0.0,3.329e-26,6.929581335732156e-07,1.2763113477455026e-06,2.416626816506295e-06,7.377056228242525e-07,2.060861677800025e-06,1.1274695514592606e-06,1.792150641479431e-07,4.3516125253193645e-07,6.982586205671769e-07
113,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.036,3.516,5.551,1.1840000000000002,4.133,6.3279999999999985,0.0,0.7834875515013364,0.5947037818818515,0.09768019160877313,0.12162494584418493,-0.09022539095806943,0.0867563511295077,-0.4181885853008045,0.4776132748348174,0.010819352789621551,0.6513165161899287,0.4063827502586627,0.07036594063084528,0.4458559562284465,-0.6196930297061034,-0.15663665670315494,0.5282667921532901,0.3296070443927965,0.2449214463449064,0.4579605707330246,0.8545674933989718,0.4197984796793805,0.8783132389191207,0.2287686403296661,0.11261651591132199,0.6517607451066753,0.7500169674627278,2.389135246654869e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.113,0.208,0.262,0.0,0.0,0.0,0.113,0.208,0.262,0.121,0.226,0.279,0.0,0.0,0.0,0.121,0.226,0.279,125458.0,0.01,0.001,2.424941784171599e-17,8.447790831009316e-12,4.878854680384568e-11,2.9105589443649132e-33,0.0,0.8864,0.0,5.919983644914489e-32,0.0,3.4703585203048912,0.0,3.356993400852452,0.0,0.5931988896312353,3.518e-25,0.0,0.01823042318946097,2.9369999999999995e-28,0.0,2.9369999999999995e-28,2.105384026032529e-07,3.936702500181452e-07,7.345999203496341e-07,9.567119365539108e-07,2.0016574627640867e-06,5.213589365062917e-07,3.5873333429963924e-07,2.0761457887921456e-06,2.389135246654869e-06
114,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.012,3.429,5.045,1.308,4.022,5.897,0.0,0.8006245295558477,0.41481482195849184,0.407157486153356,0.13115768778858167,-0.06284479740006316,0.07678186317212622,-0.3943553809932449,0.468954588208036,0.382189485037742,0.06554282045353665,0.6843283637127004,0.07946803794220418,0.4373483423869166,-0.3457803139554193,-0.4202382790262365,0.06783580298076912,0.7082692464825406,0.2449473981474701,0.4628123074072978,0.8519422164989345,0.1696077897610893,0.7239047580697017,0.6687264753966339,0.5856753622307688,0.6669555441606421,0.4606025099684539,2.354260552873084e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.112,0.206,0.249,0.0,0.0,0.0,0.112,0.206,0.249,0.127,0.223,0.27,0.0,0.0,0.0,0.127,0.223,0.27,84551.0,0.01,0.001,5.843497425463352e-16,8.912097884246905e-12,5.002381341869664e-11,1.4980215884999523e-32,0.0,0.80162,0.0,5.749360511925143e-31,0.0,2.551466013455612,0.0,5.8467713147865705,0.0,1.5171588719633504,4.688e-24,0.0,0.01823042318946096,4.049999999999999e-27,0.0,4.049999999999999e-27,4.023040298594265e-07,7.601275120562808e-07,1.3992383242158284e-06,5.515931818976618e-07,2.354260552873084e-06,2.174811457084745e-06,8.133166921039839e-07,9.261889981013242e-07,6.396303036471738e-07
115,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.95,3.725,5.465,1.123,4.2810000000000015,6.341,0.0,0.8266356081164582,0.13307386286211306,0.5267605200805848,-0.14620024093527048,0.010665948236775231,-0.04532447233726262,-0.3420907662973387,0.13477413358288046,0.6551152549331098,0.5725570132314189,0.3252045542299113,-0.05081238746553922,0.4416008067196364,-0.15639317240537876,-0.4827171146782338,0.6418825703241228,0.3645805226838347,0.2445958777764455,0.4701545437341806,0.8480138923277581,0.2633411161288757,0.4921804824479457,0.8297046638734203,0.2416235110216339,0.8092153871708646,0.5355264102614231,2.3492509429228803e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.214,0.26,0.0,0.0,0.0,0.108,0.214,0.26,0.118,0.23,0.28,0.0,0.0,0.0,0.118,0.23,0.28,140633.0,0.01,0.001,1.7230650639753897e-14,9.024034817380746e-12,5.0399328291316134e-11,1.1462860699753243e-32,0.0,0.8719100000000001,0.0,1.9313009793051733e-31,0.0,2.8026977859199103,0.0,2.8262165736952283,0.0,2.367775000205937,1.2409999999999998e-24,0.0,0.01823042318946097,1.0989999999999999e-27,0.0,1.0989999999999999e-27,2.8813482328646326e-07,5.538437426160967e-07,9.98963413576607e-07,6.733857765536116e-07,1.2585476254135149e-06,2.1216258501734703e-06,7.014625155416814e-07,2.3492509429228803e-06,1.5546984699156625e-06
116,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.098,3.676,5.5760000000000005,1.357,4.404,6.341,0.0,0.8009676599715408,0.33796209365051033,0.4736612062303202,0.03891201778210837,-0.1355114294797338,0.04546161444983817,-0.3874503908874191,0.408369896061568,0.5154782538721061,0.23861499063055136,0.5986606052136813,0.053014074523683084,0.4510606963535085,-0.2456584984197976,-0.4106029528602551,0.27825568996705563,0.6981150652757843,0.2451121266654744,0.4749790230708629,0.8451715642425373,0.20556596920436795,0.8649407196980808,0.4578429683999032,0.6055432727889689,0.4218391163631579,0.6748104212932506,2.4002344635384047e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.116,0.213,0.262,0.0,0.0,0.0,0.116,0.213,0.262,0.129,0.233,0.28,0.0,0.0,0.0,0.129,0.233,0.28,125886.0,0.01,0.001,5.61713615346916e-15,8.857515334170099e-12,4.910961157846549e-11,1.9900355792963903e-31,0.0,0.89054,0.0,3.1313643333505786e-30,0.0,5.387846150624784,0.0,4.07192909774234,0.0,4.841600068822416,4.1909999999999997e-23,0.0,0.01823042318946097,3.56e-26,0.0,3.56e-26,6.96103133073265e-07,1.3489107642354694e-06,2.4002344635384047e-06,4.835287317208549e-07,2.0344986615637253e-06,1.0769303435513038e-06,5.615540975843178e-07,3.911949731091036e-07,6.257893930924499e-07
117,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.728,3.38,5.415,0.999,3.91,6.3279999999999985,0.0,0.8099938405529008,0.026591186420945743,0.5655442562554159,0.1362649401159972,-0.06924194814402884,0.08180078781015672,-0.4126362623001201,0.08638789716761912,0.6199156044578836,0.18351755780952408,0.6305577108376567,0.09198497360652276,0.39810637905664537,0.039214611361532266,-0.5349360633286677,0.2063654661935492,0.7090620511308757,0.2447943756570585,0.4790395032909732,0.8429690788714664,0.26612439763296464,0.8826158925038478,0.3875138594736037,0.4901758002267434,0.8391581572100193,0.23567195857792786,2.4910422522358774e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.095,0.204,0.258,0.0,0.0,0.0,0.095,0.204,0.258,0.111,0.22,0.279,0.0,0.0,0.0,0.111,0.22,0.279,27042.0,0.01,0.001,7.501962421139828e-17,8.652395119067355e-12,4.803731389381547e-11,2.5481475035879192e-31,0.0,0.8636299999999999,0.0,3.572089544646618e-30,0.0,4.4199966276959675,0.0,4.14000879009489,0.0,4.850935695387234,4.913e-23,0.0,0.01823042318946097,4.157e-26,0.0,4.157e-26,7.233873082127774e-07,1.415600729727186e-06,2.4910422522358774e-06,5.838011816967831e-07,1.9362080501118282e-06,8.500951100191345e-07,3.4244469951094307e-07,5.862493881889184e-07,1.646442215242816e-07
118,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.728,3.355,6.365,0.925,4.0710000000000015,7.3889999999999985,0.0,0.8018351432403259,0.5240605954297479,0.2446852709766777,-0.0808457190123661,0.12654636805150754,-0.07095994200742846,-0.4745740861201656,0.4975681912551658,0.28880390707730746,0.309367292856089,0.5857082890247941,-0.0786261669832915,0.3473074320307497,-0.5455262637745136,-0.192116902757286,0.3427900832377413,0.6489858423438462,0.2439939043184525,0.4810918501527683,0.8420318321607707,0.7364493337614627,0.5700093473504003,0.3643236510789112,0.3021116127572486,0.8538071958976702,0.4239597217549936,2.475056875030924e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.095,0.203,0.28,0.0,0.0,0.0,0.095,0.203,0.28,0.107,0.224,0.302,0.0,0.0,0.0,0.107,0.224,0.302,76831.0,0.01,0.001,3.519784406175591e-12,9.344622852442664e-12,4.882751517805715e-11,2.732210438808824e-31,0.0,1.02324,0.0,3.319902540828488e-30,0.0,1.9512820036521552,0.0,5.314930821156771,0.0,3.360302501477892,4.809e-23,0.0,0.01823042318946097,4.059e-26,0.0,4.059e-26,7.171923522170597e-07,1.414114818184936e-06,2.475056875030924e-06,7.844845629452156e-07,6.071884557854775e-07,3.880868202126965e-07,7.642605028484741e-07,2.1599008092307853e-06,1.0725031956859008e-06
119,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.789,3.207,5.957999999999998,0.962,4.022,6.834,0.0,0.8286362909350931,0.4806688333246492,0.2436521899799116,-0.02615622422331184,-0.1492274514559077,0.07090290523653481,-0.3656963857919325,0.6091297774061494,0.25707250407417903,0.6032410743250148,0.24538496209243324,0.08095792624810133,0.4099349252877533,-0.43940347527130186,-0.2817628627658049,0.6887890734816489,0.28018397267642403,0.24495682621041096,0.4778097162732163,0.8436195993028083,0.13715886335044147,0.8181168487932993,0.5584552514973218,0.3750738633233888,0.9222391448596918,0.09377929803603773,2.492266395321374e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.099,0.199,0.271,0.0,0.0,0.0,0.099,0.199,0.271,0.109,0.223,0.29,0.0,0.0,0.0,0.109,0.223,0.29,124046.0,0.01,0.001,3.011285970846996e-18,8.477894148415088e-12,5.098566073528837e-11,2.6742653826758594e-31,0.0,0.95477,0.0,3.606232092768453e-30,0.0,5.271867413863572,0.0,0.9607959320902592,0.0,2.02344320653606,4.908e-23,0.0,0.01823042318946096,4.1530000000000005e-26,0.0,4.1530000000000005e-26,7.236646312785029e-07,1.4115711633654706e-06,2.492266395321374e-06,2.6740312839435465e-07,1.5949899220184459e-06,1.0887570636765509e-06,5.938665905896747e-07,1.4602110949915654e-06,1.4848379862858294e-07
120,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.305,3.503,1.123,4.959,4.244,1.4680000000000002,0.0,0.8294786218105583,0.19681881547625504,0.5009572191408053,-0.0953912043205406,-0.11476041374432615,0.011753362627145086,-0.30097625098131625,0.2463940944402516,0.6062836670053874,0.5107260097615729,0.4691952292092039,0.01194436793992565,0.4702102751386439,-0.18695749475019816,-0.4970524911610783,0.5190258797081002,0.4768201774349375,0.4358255536548618,0.2550667802693106,0.8631321013520933,0.18491820776094745,0.6560761749583219,0.7316893528612647,0.17213650794358426,0.9118235810784908,0.3727556567272791,2.0326784325144367e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.23,0.208,0.118,0.0,0.0,0.0,0.23,0.208,0.118,0.247,0.229,0.135,0.0,0.0,0.0,0.247,0.229,0.135,74865.0,0.01,0.001,1.997532910817669e-15,9.021797001781458e-12,4.816767749574396e-11,3.3609101447719705e-32,0.0,0.70308,0.0,2.1480834786552442e-31,0.0,2.2935253891437872,0.0,2.7417165295828645,0.0,5.284966538051624,5.027e-24,0.0,0.01823042318946096,4.2770000000000006e-27,0.0,4.2770000000000006e-27,7.285312062019309e-07,4.2637267946615453e-07,1.4428219401922006e-06,5.038781625887371e-07,1.7877225912961788e-06,1.993758706455177e-06,3.837345012852371e-07,2.0326784325144367e-06,8.309637957938181e-07
121,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.024,3.195,4.416,1.295,3.713,5.119,0.0,0.7972106504182733,0.4086279230582373,0.4160399903484517,0.10851729730131587,-0.11230815631138748,0.08193694891670444,-0.4050571734254091,0.4694773079369395,0.3924584958180344,0.3184517224092141,0.5944500900378215,0.08768500178693936,0.43125577327166,-0.3259450730083805,-0.4233924216398576,0.34079179439415425,0.6361520400302101,0.2561318531387892,0.4361313265529542,0.8626621237812926,0.2067486845395,0.7966551366588768,0.5679749771567519,0.4218346464736884,0.8927305825764161,0.1583907761430287,2.252506459245373e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.112,0.199,0.233,0.0,0.0,0.0,0.112,0.199,0.233,0.126,0.214,0.251,0.0,0.0,0.0,0.126,0.214,0.251,63639.0,0.01,0.001,7.908784140961453e-17,8.801899906744887e-12,5.0249351542805716e-11,1.3457345025147905e-31,0.0,0.69648,0.0,2.1040241656029687e-30,0.0,5.175845017293393,0.0,0.7778375971558841,0.0,1.9746507516568133,2.993e-23,0.0,0.01823042318946097,2.5889999999999997e-26,0.0,2.5889999999999997e-26,6.687886690616765e-07,1.1387872529208709e-06,2.252506459245373e-06,5.016651252848543e-07,1.9330430074124273e-06,1.3781622780751811e-06,6.424285115510885e-07,1.3595743834106232e-06,2.4121951909735907e-07
122,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.098,3.269,4.577,1.295,3.898,5.317,0.0,0.8273341271644208,0.3411086888513412,0.4180184565636209,-0.15626670668596562,-0.0020954171173171447,-0.027483761226642686,-0.32551889375656384,0.4157835079784029,0.5378791271576692,0.6201313564266662,0.21570654258515248,-0.030887565897645464,0.4559016264265182,-0.3293799772141149,-0.3717853978224447,0.6969332901297637,0.2424213335907389,0.2546925767469509,0.43976368496332696,0.8612430509080896,0.2585989161203249,0.872934779841421,0.4136562228766816,0.42277175068451417,0.5472046293620006,0.7223788067405815,2.0834124690870416e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.116,0.201,0.238,0.0,0.0,0.0,0.116,0.201,0.238,0.126,0.219,0.256,0.0,0.0,0.0,0.126,0.219,0.256,69977.0,0.01,0.001,2.765580939193813e-12,9.115367591121725e-12,4.934798947094624e-11,9.446450210537172e-32,0.0,0.72325,0.0,1.4592770363090209e-30,0.0,5.5256772375300125,0.0,3.8521760560110585,0.0,5.451018395280122,2.205e-23,0.0,0.01823042318946097,1.8799999999999998e-26,0.0,1.8799999999999998e-26,6.161207218090328e-07,1.0638218139910858e-06,2.0834124690870416e-06,6.09293111356503e-07,2.056749332133337e-06,9.746285516186778e-07,9.033610027803007e-07,1.1692439759896821e-06,1.543548835010447e-06
123,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,1.246,3.54,4.54,1.443,4.145,5.144,0.0,0.8339206272973608,0.2015962215501981,0.4878663417831052,-0.15068276851856902,0.05671407807069955,-0.09643982689814534,-0.3494980120448309,0.1710803242256523,0.5738684100813666,0.3801999195991719,0.6044874614703605,-0.09200369972747308,0.4057859114964444,-0.2827607653054497,-0.5317878488544661,0.362711136719018,0.5766816955496946,0.2548248489511138,0.4460740020194589,0.8579523769297372,0.19514425986149564,0.7468906369630897,0.6356674399872777,0.25823974775708425,0.894124033908827,0.3658612368985871,2.48150600729696e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.124,0.209,0.237,0.0,0.0,0.0,0.124,0.209,0.237,0.133,0.226,0.252,0.0,0.0,0.0,0.133,0.226,0.252,100668.0,0.01,0.001,8.488534670036397e-15,8.700348096466086e-12,4.8756636600282326e-11,1.5422189620848144e-31,0.0,0.71707,0.0,1.981671604727313e-30,0.0,4.508168196965976,0.0,3.929912660273045,0.0,5.921406808963723,3.068e-23,0.0,0.01823042318946097,2.538e-26,0.0,2.538e-26,6.694558862626188e-07,1.1718906833059256e-06,2.253945293140562e-06,1.730891674015971e-07,6.624774850346393e-07,5.63824670066108e-07,7.16705357511283e-07,2.48150600729696e-06,1.0153925213618812e-06
124,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_mumu,0.888,3.244,4.836,1.086,3.873,5.539,0.0,0.7828435340728728,0.4208838048357809,0.4355119892483498,-0.08907785568800056,0.11138791152644964,-0.062083846493656364,-0.4247416045630304,0.40351649473804346,0.4866584294794831,0.641187047671968,0.07040842809185076,-0.07225515136925834,0.44460697207609656,-0.3737615734303069,-0.306310998440618,0.7462338402353944,0.08194356369282045,0.2545046245341096,0.451727525698394,0.855084579803167,0.1680300639021229,0.558462880519692,0.8123331266830726,0.29502096069942724,0.7958741262160556,0.5287220517132014,2.271534855002824e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.105,0.2,0.244,0.0,0.0,0.0,0.105,0.2,0.244,0.116,0.219,0.261,0.0,0.0,0.0,0.116,0.219,0.261,71263.0,0.01,0.001,9.594917837559963e-16,8.681774583035204e-12,4.982875110721069e-11,1.2387610913279171e-31,0.0,0.76654,0.0,1.6796165204006563e-30,0.0,1.1123872971559798,0.0,2.4144519331547145,0.0,3.5895084647752795,2.5059999999999997e-23,0.0,0.01823042318946097,2.0400000000000003e-26,0.0,2.0400000000000003e-26,6.357001859894981e-07,1.1283224131141798e-06,2.1358253407484662e-06,1.974185119251984e-07,6.56138004576838e-07,9.544101414537979e-07,8.420306341297516e-07,2.271534855002824e-06,1.5090458773742125e-06
