,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau
288,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.1830000000000003,4.022,2.628,3.639,4.712,2.985,0.0,0.7861142807279075,0.4395959088615516,0.4086793537520655,-0.1473651098866377,-0.00666968910253718,-0.07675984334367998,-0.4195766324021181,0.3977600327403391,0.4498087805901619,0.16606876425746678,0.6557008149974692,-0.08188957795563981,0.4397519876587751,-0.4268416115911242,-0.3114512459465661,0.1771668677822842,0.6995202265447668,0.3850618720477863,0.3670014777897113,0.8467805323666943,0.3877477628006363,0.658931447313958,0.6445626580743211,0.01426755205346016,0.864111854816751,0.5030975445413702,2.306028488300716e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.198,0.223,0.18,0.0,0.0,0.0,0.198,0.223,0.18,0.212,0.241,0.192,0.0,0.0,0.0,0.212,0.241,0.192,7145.0,0.01,0.001,1.4486240841068814e-12,8.929646729830949e-12,4.801517399342477e-11,1.8340872022443923e-31,0.0,0.50457,0.0,1.0063592566576755e-30,0.0,1.6277439800283149,0.0,5.5999020384384215,0.0,5.735197716096367,2.2379999999999998e-23,0.0,0.01823042318946096,2.0609999999999998e-26,0.0,2.0609999999999998e-26,9.350738259228106e-07,8.912164534263803e-07,2.056298921277816e-06,6.240609478607501e-07,1.0605177464232938e-06,1.0373918870560286e-06,3.807537335611462e-08,2.306028488300716e-06,1.3426008029395315e-06
289,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.837,4.725,2.862,3.355,5.601,3.503,0.0,0.7915556993694541,0.02111446141500111,0.5900266525332845,0.073321386546948,-0.13959325875588946,0.04454436425701461,-0.3651032916851059,0.0561903320252089,0.6411623705123631,0.04124298370009938,0.6699013834401422,0.04807319910207066,0.4856376512766138,0.018464390709529672,-0.486657226722373,0.0445102809311306,0.7229714268466446,0.3680982026368608,0.3838305465829652,0.8468635219002733,0.1970733265449557,0.9072850347633684,0.37147808772381,0.27404749059320765,0.501552576569595,0.8205747899100766,2.208287619128292e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.187,0.241,0.188,0.0,0.0,0.0,0.187,0.241,0.188,0.203,0.263,0.208,0.0,0.0,0.0,0.203,0.263,0.208,76487.0,0.01,0.001,3.922101841162965e-15,8.678202669506105e-12,4.879203771777886e-11,3.0870577738920844e-32,0.0,0.59838,0.0,3.6244904204510487e-31,0.0,3.6557020553679216,0.0,0.4706619729605013,0.0,2.4474605000789182,5.108e-24,0.0,0.01823042318946097,4.7749999999999994e-27,0.0,4.7749999999999994e-27,6.178687505257476e-07,6.442761701414591e-07,1.421497041805872e-06,4.633629349045239e-07,2.1332275852511522e-06,8.734270639165335e-07,7.375021606458032e-07,1.3497518554060199e-06,2.208287619128292e-06
290,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.776,4.194,3.22,3.133,4.823,3.676,0.0,0.7958866365758456,0.15252942434164346,0.5643399112309597,-0.08744608047617035,0.13104535104757573,-0.06896258359437905,-0.4718461435946167,0.08614834495032549,0.5128761654445471,0.18908678662158607,0.6829261069436552,-0.06693426644144827,0.3670008781117693,-0.2094347377180782,-0.5864544581806985,0.1835253944476365,0.6628399868376365,0.36765924030586505,0.38746978023767054,0.8453956780231878,0.5125625447985936,0.6836329438601902,0.5195436802990098,0.7457860710577207,0.6532617440321739,0.1305841874054087,3.893196349370666e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.185,0.227,0.199,0.0,0.0,0.0,0.185,0.227,0.199,0.197,0.244,0.213,0.0,0.0,0.0,0.197,0.244,0.213,276.0,0.01,0.001,7.895034472380644e-11,7.946429139510073e-11,9.287410528620926e-11,3.040993294034356e-30,0.0,0.52757,0.0,1.0476057033937616e-29,0.0,1.2597382091251699,0.0,2.20958208721929,0.0,6.183126695881258,2.894e-22,0.0,0.01823042318946097,2.7800000000000004e-25,0.0,2.7800000000000004e-25,1.6931357107457633e-06,1.7843667446231938e-06,3.893196349370666e-06,2.306800874951091e-06,3.0767075921666213e-06,2.3382196542667746e-06,3.7428686766698714e-06,3.2785178140119987e-06,6.553614818990964e-07
291,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.603,3.898,3.1830000000000003,3.17,4.54,3.713,0.0,0.8027209128242099,0.5347881068610216,0.21227645753880825,0.12039178692836995,0.10042579394577984,-0.03310423281589254,-0.462940341694063,0.4097079035796251,0.1881572323700449,0.7156974413163142,0.2628760391256109,-0.027256697689396443,0.3734789931811313,-0.6412131283448654,-0.2335003212507505,0.5892765708700618,0.2164415882428461,0.3668276065092273,0.3908077030850991,0.8442196670962246,0.7997029279687091,0.3602636632107797,0.4802971163438562,0.3333725957629089,0.8946480513526186,0.2974349955961175,3.231363946230027e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.179,0.219,0.198,0.0,0.0,0.0,0.179,0.219,0.198,0.198,0.237,0.214,0.0,0.0,0.0,0.198,0.237,0.214,145424.0,0.01,0.001,2.689245256260049e-11,2.8316983161971013e-11,5.708594140997439e-11,5.797303251665213e-31,0.0,0.48816,0.0,2.637363563855574e-30,0.0,5.536643393607842,0.0,3.881179719090498,0.0,3.0881312268316643,6.259e-23,0.0,0.018230423189460963,6.012e-26,0.0,6.012e-26,1.1520175460541411e-06,1.2273267417669839e-06,2.6512613880775976e-06,2.1323524284130344e-06,9.606180873537337e-07,1.28067897037345e-06,1.2041027585995292e-06,3.231363946230027e-06,1.0743003571776213e-06
292,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.7510000000000003,4.737,3.528,3.244,5.3660000000000005,3.96,0.0,0.8038724346703403,0.5012211491737963,0.2816260956707046,-0.14241255491450588,-0.054514904733259976,-0.048411980166744806,-0.35737308217302194,0.5459592708606883,0.3464785831236567,0.376187680570374,0.5570499576334784,-0.052181655887995886,0.4701137563191014,-0.4541428690119919,-0.212366245862236,0.4054801317610821,0.6004255372644339,0.3680248888908525,0.3996503588461997,0.8395458723804076,0.06745510979036515,0.8424750087905014,0.5344957134782414,0.5296170079105267,0.2425290500296428,0.8128256177210583,2.3474773683105863e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.184,0.242,0.209,0.0,0.0,0.0,0.184,0.242,0.209,0.2,0.257,0.221,0.0,0.0,0.0,0.2,0.257,0.221,49161.0,0.01,0.001,1.1009184911531455e-14,8.749903621852174e-12,4.886673356706062e-11,2.085761935828304e-31,0.0,0.6000300000000001,0.0,1.4926697415308136e-30,0.0,4.29477429917198,0.0,3.875487267529728,0.0,1.4442149000246491,2.512e-23,0.0,0.01823042318946097,2.436e-26,0.0,2.436e-26,9.199304642878096e-07,9.98982816825768e-07,2.0985641120562243e-06,1.8795731856440728e-07,2.3474773683105863e-06,1.4893220306327238e-06,3.384139081215049e-07,1.549708608817811e-07,5.19378135153715e-07
293,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.813,4.774,3.466,3.1830000000000003,5.551,3.972,0.0,0.8225512568296238,0.5463245238395266,0.06546850169637014,-0.03276346561678855,0.13992632041875022,-0.05101110299968396,-0.4801271919583968,0.58183852086421,0.1040915442527016,0.300058127577473,0.5722497296122013,-0.05917542379473241,0.2945903019782229,-0.58900664631592,-0.030715575632827,0.34808239419094433,0.6638382288348647,0.3672823416703391,0.40598177307828254,0.8368288244470109,0.16080187073720645,0.7032867364617749,0.6924814255157756,0.5508692892925408,0.5675197395064251,0.6119349404837824,2.3058550323894354e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.18600000000000005,0.243,0.207,0.0,0.0,0.0,0.18600000000000005,0.243,0.207,0.198,0.262,0.221,0.0,0.0,0.0,0.198,0.262,0.221,63501.0,0.01,0.001,1.3942119357496433e-16,9.025281977039896e-12,4.9705139044069114e-11,9.564750415381457e-32,0.0,0.6049800000000001,0.0,4.841638327847537e-31,0.0,2.123558166031254,0.0,2.7031988264625544,0.0,1.5567997083303986,7.642000000000001e-24,0.0,0.01823042318946097,7.396e-27,0.0,7.396e-27,6.818498240991368e-07,7.536942813584709e-07,1.553550285470644e-06,5.272185349640473e-07,2.3058550323894354e-06,2.2704278313210426e-06,4.7159931526992454e-07,4.858537692255776e-07,5.238776321920503e-07
294,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.739,4.811,3.824,3.207,5.687,4.392,0.0,0.8014255321941679,0.5698856694824496,0.11775301408988355,-0.13811632208267438,-0.0023556979725261264,-0.05985408562478781,-0.4209160820819647,0.6342194315190299,0.1754247962678608,0.314910723060357,0.535789352561667,-0.07426892997217742,0.4140632592574134,-0.4759037168144991,-0.04326727691328577,0.3907516453441825,0.664825157545489,0.3678106732278009,0.4138418818464427,0.8327365762889888,0.2544134638223883,0.8306815798724009,0.4952190447535172,0.15489885438213766,0.6072307194802602,0.7792799228971493,2.2105875335410894e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.184,0.244,0.217,0.0,0.0,0.0,0.184,0.244,0.217,0.199,0.265,0.233,0.0,0.0,0.0,0.199,0.265,0.233,110182.0,0.01,0.001,2.1399345294122448e-17,8.682470081262327e-12,4.9951218192001743e-11,9.373311029995536e-32,0.0,0.60993,0.0,5.928196531744564e-31,0.0,3.9008664775114084,0.0,3.6981855262564434,0.0,3.670128505054916,1.066e-23,0.0,0.01823042318946097,1.0579999999999997e-26,0.0,1.0579999999999997e-26,7.420714257596489e-07,8.349410652111381e-07,1.680076363815184e-06,4.961907731751254e-07,1.6201050415593216e-06,9.658416540362014e-07,4.394024103481783e-07,1.7225346361751616e-06,2.2105875335410894e-06
295,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.665,4.675,3.849,2.998,5.377999999999999,4.564,0.0,0.8114542525742945,0.4628126816699333,0.31812533439521345,-0.16043476298134754,0.02008422534305324,-0.0814592812224738,-0.3002083072805772,0.4351007378673136,0.3674888263351873,0.5333621463053317,0.5425896138492922,-0.0672873782656683,0.4901568753446946,-0.5195075522496913,-0.3005859392637297,0.4405703064457471,0.4481924225477652,0.36788673380542375,0.4188486952058684,0.8301958332913499,0.10322303632404578,0.8783695677892995,0.4667032324225791,0.5382407437071924,0.059071125726406125,0.8407184450926145,2.710482871049361e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.181,0.24,0.218,0.0,0.0,0.0,0.181,0.24,0.218,0.192,0.258,0.237,0.0,0.0,0.0,0.192,0.258,0.237,77170.0,0.01,0.001,1.8015448947872302e-14,8.70156139489554e-12,4.9489157604391825e-11,9.78434101860328e-32,0.0,0.59178,0.0,7.647534288058307e-31,0.0,5.5041701532955445,0.0,0.5287929910934048,0.0,1.3370339012072288,9.316e-24,0.0,0.01823042318946097,9.334e-27,0.0,9.334e-27,7.176063007420319e-07,8.170135944512788e-07,1.6193945203111073e-06,3.185268275609769e-07,2.710482871049361e-06,1.4401581791233132e-06,6.735040304868844e-07,7.391607143693901e-08,1.051996282136855e-06
296,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.01,4.91,3.861,3.503,5.5760000000000005,4.503,0.0,0.8153160606219397,0.556917001375514,0.05640402082155058,-0.12996311785915865,-0.070932004781451,-0.05167951834231645,-0.31865338122482123,0.6110774392318677,0.09755210178072672,0.3093597749537167,0.6458743920906497,-0.04922093978650862,0.4781487952472006,-0.5506854428833459,-0.02180673543716926,0.2946424298017601,0.6151478493310734,0.36729214431582,0.4233802914207303,0.8281579617200963,0.6886999350484566,0.4742271600513812,0.5484532798095507,0.6111828717144143,0.7859140583923475,0.0937794761351946,4.5287001803959165e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.193,0.246,0.218,0.0,0.0,0.0,0.193,0.246,0.218,0.208,0.262,0.236,0.0,0.0,0.0,0.208,0.262,0.236,132787.0,0.01,0.001,1.0820041350571983e-10,1.0854769933093928e-10,1.1865113017063244e-10,6.221642352999013e-30,0.0,0.6231300000000001,0.0,2.1563790225925206e-29,0.0,5.437852694754058,0.0,1.0369288316163692,0.0,0.188177392043584,5.017e-22,0.0,0.01823042318946097,5.274e-25,0.0,5.274e-25,1.9409513295679e-06,2.2373485310355882e-06,4.376391713705453e-06,3.630738376341778e-06,2.5000652119721487e-06,2.8913758653032907e-06,3.5218405267490166e-06,4.5287001803959165e-06,5.403887689191458e-07
297,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.5540000000000003,4.934,3.676,2.899,5.526,4.3180000000000005,0.0,0.8332062776630142,0.14249797088432753,0.5125581131618501,-0.14416749005205234,-0.04428930571649031,-0.08305699179189202,-0.2989649758330574,0.10370502664345466,0.5710077845652518,0.18016946119019045,0.7310648548581862,-0.07066217959818301,0.4522119354649974,-0.20818044258517507,-0.5803746976442179,0.15328230110510588,0.6219661338246497,0.3681944100512355,0.4293188216066711,0.8246928069416406,0.1728894034814527,0.9283236949078341,0.3291266802258584,0.18359590155338545,0.5666052168148447,0.8032752163555169,2.433648488905029e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.177,0.247,0.213,0.0,0.0,0.0,0.177,0.247,0.213,0.189,0.261,0.231,0.0,0.0,0.0,0.189,0.261,0.231,105086.0,0.01,0.001,2.0047673347570115e-13,8.792103485697864e-12,4.826603323380609e-11,1.1468567651314532e-31,0.0,0.62643,0.0,8.889093839775905e-31,0.0,0.9006958146911428,0.0,5.695503834543871,0.0,4.099175400375883,1.2949999999999997e-23,0.0,0.01823042318946097,1.361e-26,0.0,1.361e-26,7.797898041470791e-07,9.092436785521412e-07,1.7465964307199531e-06,4.53238496268376e-07,2.433648488905029e-06,8.628225826655344e-07,3.450520415860074e-07,1.0648837211564615e-06,1.5096837729698323e-06
298,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.813,4.799,4.244,3.1460000000000004,5.465,4.885,0.0,0.782814616140538,0.36933377670946,0.4785770109445152,-0.14707203279323885,-0.011300438210383332,-0.07136933547279342,-0.36617879303715895,0.30642465158787885,0.4872701568839875,0.3573496361739186,0.6338710232530674,-0.06570295790052619,0.4936637596217542,-0.37516594690403415,-0.4030866474717824,0.32897781583315544,0.5835447518078125,0.3661091323422663,0.4358007390190122,0.8222176227046436,0.17914131088674184,0.9018167115542456,0.3932365820918325,0.2211597264358076,0.5500998983764247,0.8052816136042632,2.3639573601386606e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.18600000000000005,0.243,0.229,0.0,0.0,0.0,0.18600000000000005,0.243,0.229,0.197,0.26,0.245,0.0,0.0,0.0,0.197,0.26,0.245,114065.0,0.01,0.001,1.0247623481410755e-13,8.627712101210884e-12,4.807316862009868e-11,1.7419044221145391e-31,0.0,0.60828,0.0,1.3001713037696478e-30,0.0,4.171716686909567,0.0,0.6767695785521641,0.0,5.218028968386807,1.927e-23,0.0,0.018230423189460963,2.023e-26,0.0,2.023e-26,8.563655443718845e-07,1.0193811192854547e-06,1.923248506681216e-06,4.695881268886072e-07,2.3639573601386606e-06,1.0308020472470942e-06,3.2586640822743977e-07,8.105412361424483e-07,1.1865371298195424e-06
299,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.9610000000000003,5.107,4.799,3.343,5.9460000000000015,5.317,0.0,0.8115785601174801,0.3830605356606696,0.4163510260048285,-0.012807954336093665,-0.145233075528441,0.05459433935674339,-0.27516881134094673,0.4061675606677849,0.3852562806121421,0.5056732519715231,0.5934658006372696,0.042640283106985616,0.5107089488050949,-0.3875379424077399,-0.4651196655362388,0.3949502984695887,0.4635196625080392,0.3685862240693287,0.4421084219676947,0.8177312141844343,0.12785751438477785,0.9282009247654468,0.34942166401056995,0.094520609309215,0.8995800413935799,0.4264054450193386,2.0355029337524035e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.191,0.251,0.243,0.0,0.0,0.0,0.191,0.251,0.243,0.203,0.271,0.256,0.0,0.0,0.0,0.203,0.271,0.256,23589.0,0.01,0.001,2.1110899694880144e-16,8.735751213844267e-12,5.050100737481151e-11,2.3920297875406696e-31,0.0,0.64956,0.0,1.512236096008066e-30,0.0,1.67786118847831,0.0,2.4607463050681755,0.0,0.8204678038040404,2.373e-23,0.0,0.01823042318946096,2.481e-26,0.0,2.481e-26,9.082858935665735e-07,1.089462429351956e-06,2.015088134257249e-06,2.803857857589087e-07,2.0355029337524035e-06,7.66266013352542e-07,2.0190034771180987e-07,1.9215441423763765e-06,9.108215472244137e-07
300,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.059,4.848,4.367,3.38,5.377999999999999,4.971,0.0,0.8327882751323694,0.4294018644102506,0.31665071089977986,-0.14531704522926647,-0.02632510770259737,0.013124123167103732,-0.32310474244138365,0.5548721688793637,0.3987284443609307,0.6545285251297143,0.012489854087458207,0.014862656459826776,0.44908114305545294,-0.39546575615460494,-0.30345626653169405,0.7412329561599846,0.014144366688096275,0.3668841567759415,0.4448728062067112,0.8169970635226129,0.09119317652850853,0.7425982904895712,0.6634994977515858,0.4918121889051119,0.4600319661565906,0.7392505400461092,2.32485075286164e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.194,0.245,0.232,0.0,0.0,0.0,0.194,0.245,0.232,0.204,0.258,0.248,0.0,0.0,0.0,0.204,0.258,0.248,108832.0,0.01,0.001,4.350491239609616e-13,8.688016934507765e-12,4.915849766711485e-11,5.999833325855542e-32,0.0,0.61488,0.0,6.06412176650695e-31,0.0,3.5710261544465016,0.0,3.629036206801886,0.0,1.38785837758254,5.5879999999999996e-24,0.0,0.01823042318946097,5.8489999999999986e-27,0.0,5.8489999999999986e-27,6.298074440387796e-07,7.636857570018169e-07,1.4024885590211106e-06,2.8549826712956176e-07,2.32485075286164e-06,2.077216345130756e-06,7.50482013676292e-07,7.019869049713044e-07,1.1280611713593176e-06
301,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.887,4.33,2.615,3.294,5.008,3.158,0.0,0.7878382980494091,0.5901021017404147,0.08698438310430368,-0.05963831475423381,-0.14130574707843546,0.01257802517758315,-0.2783693201629146,0.5608778736543636,0.07305074077312411,0.39284882435771945,0.669404000729667,0.00991105405746359,0.5491492529438144,-0.5622361813884648,-0.09046161104404532,0.30955145021966923,0.5274674795005408,0.37386538734254027,0.3784523236072559,0.8467576459078956,0.6906189535256458,0.7065115527163276,0.154553831752907,0.5784068139583247,0.64788650435649,0.4956698851446472,3.7439718006089174e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.189,0.231,0.18,0.0,0.0,0.0,0.189,0.231,0.18,0.202,0.249,0.197,0.0,0.0,0.0,0.202,0.249,0.197,78453.0,0.01,0.001,7.293542641202354e-11,7.344744622992545e-11,8.748762150955099e-11,1.2718463923405798e-30,0.0,0.54566,0.0,9.926141655250432e-30,0.0,2.2081746056357225,0.0,5.439443469266823,0.0,4.139006576241789,2.459e-22,0.0,0.018230423189460963,2.222e-25,0.0,2.222e-25,1.6530603227484222e-06,1.6733416394974105e-06,3.7439718006089174e-06,3.076841710792238e-06,3.14764633008796e-06,6.885673694190778e-07,2.7441228370775487e-06,3.073753817442209e-06,2.351595829531557e-06
302,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.887,4.4289999999999985,2.689,3.3310000000000004,5.181,3.281,0.0,0.8066205660062592,0.2160329599260814,0.5322278238580125,0.10819780118058367,-0.08786240408940221,0.07924405956956003,-0.30805985034417666,0.2494981029021608,0.4646336111674014,0.14216159383076352,0.7749037958934769,0.06034124433246005,0.4945115816207056,-0.1950855604123368,-0.5948707690560261,0.1082504797789182,0.5900588578644753,0.3732399844691532,0.3805928773649878,0.8460738594782997,0.20670134040075125,0.9163022107955312,0.34302305223957597,0.13284468532202542,0.8247679368928155,0.5496454674199185,2.1884700638052944e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.189,0.234,0.182,0.0,0.0,0.0,0.189,0.234,0.182,0.203,0.253,0.201,0.0,0.0,0.0,0.203,0.253,0.201,81168.0,0.01,0.001,5.1544963669842925e-18,8.845426400228583e-12,5.012092854457253e-11,8.46228725583294e-32,0.0,0.55883,0.0,7.451669095450229e-31,0.0,4.400740890357665,0.0,0.531981370460597,0.0,2.332724156603983,1.325e-23,0.0,0.01823042318946097,1.1969999999999997e-26,0.0,1.1969999999999997e-26,7.950605653875736e-07,8.107233974159028e-07,1.8022719672791591e-06,4.936795854969448e-07,2.1884700638052944e-06,8.192664736339333e-07,3.0710088898487447e-07,1.906639817859616e-06,1.270631273370013e-06
303,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.7880000000000003,4.1080000000000005,2.85,3.195,4.836,3.3680000000000003,0.0,0.8234744507031719,0.22217011407075307,0.5027168431199912,-0.03349336284740232,-0.13669030595305706,0.062281541618315076,-0.3722894733794266,0.3032719623242197,0.5833931887028221,0.6031037368400163,0.2479232632031412,0.07115522504362226,0.41755038087950064,-0.16399486227064994,-0.4885697549472949,0.6890321113516115,0.2832466109281569,0.3760069750415699,0.3888234868184813,0.841091582895945,0.5842943779142318,0.6060045340224145,0.5397764210134574,0.04766326349019792,0.7372335664110778,0.6739546586160429,2.477897304064857e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.185,0.225,0.187,0.0,0.0,0.0,0.185,0.225,0.187,0.199,0.244,0.204,0.0,0.0,0.0,0.199,0.244,0.204,59290.0,0.01,0.001,9.164115183524952e-15,8.980711549903528e-12,4.8137581967150384e-11,7.605765943231377e-32,0.0,0.51607,0.0,4.097788936930813e-31,0.0,2.336307782806069,0.0,2.627750008686784,0.0,6.2563167062588025,8.587e-24,0.0,0.01823042318946096,7.896000000000001e-27,0.0,7.896000000000001e-27,7.18674247141232e-07,7.431708590757055e-07,1.6076054441483228e-06,6.076466310523755e-07,6.302244680424397e-07,5.613494432740922e-07,1.6019980300169856e-07,2.477897304064857e-06,2.26521214949058e-06
304,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,400.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.825,4.17,3.318,3.244,4.873,3.861,0.0,0.7843367827650618,0.2340687304223921,0.5532321729425075,-0.10667221863387966,0.11217326434244007,-0.08871439911669635,-0.4255889846930476,0.14927442218765996,0.5271901102853531,0.4847269903847791,0.5251963925882165,-0.08466695252920968,0.4343398322149065,-0.2851563417014552,-0.5075623976862957,0.4626121294080978,0.5012351825917952,0.3744584842492198,0.3933529211714065,0.8396751294278628,0.387087623755076,0.8868856683421603,0.252184422248735,0.7358274516468171,0.4982876561844716,0.4585492046630734,2.8649305581619137e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.187,0.227,0.202,0.0,0.0,0.0,0.187,0.227,0.202,0.2,0.245,0.218,0.0,0.0,0.0,0.2,0.245,0.218,87679.0,0.01,0.001,3.10904368630343e-11,3.223818464624829e-11,5.831439169924268e-11,7.966881839567686e-31,0.0,0.52428,0.0,3.5485015969274275e-30,0.0,5.898213347210957,0.0,0.9189551592542196,0.0,3.879627734121584,8.722e-23,0.0,0.01823042318946097,7.982e-26,0.0,7.982e-26,1.2776340714289863e-06,1.3421009679947085e-06,2.8649305581619137e-06,1.1840469320926646e-06,2.712859286304467e-06,7.713968961046129e-07,2.4411418279910912e-06,1.6530924976517475e-06,1.5212583346677838e-06
